Periods,Region,Price
2007,Roermond,201508.0
2008,Roermond,203475.0
2009,Roermond,190646.0
2010,Roermond,200608.0
2011,Roermond,191895.0
2012,Roermond,187001.0
2013,Roermond,183151.0
2014,Roermond,192318.0
2015,Roermond,194640.0
2016,Roermond,203499.0
2017,Roermond,225102.0
1995,Schinnen,94968.0
1996,Schinnen,115773.0
1997,Schinnen,118161.0
1998,Schinnen,133249.0
1999,Schinnen,156234.0
2000,Schinnen,184269.0
2001,Schinnen,179485.0
2002,Schinnen,192976.0
2003,Schinnen,205880.0
2004,Schinnen,198524.0
2005,Schinnen,200363.0
2006,Schinnen,217525.0
2007,Schinnen,237519.0
2008,Schinnen,222300.0
2009,Schinnen,190616.0
2010,Schinnen,194860.0
2011,Schinnen,223273.0
2012,Schinnen,198633.0
2013,Schinnen,179861.0
2014,Schinnen,183822.0
2015,Schinnen,193747.0
2016,Schinnen,197924.0
2017,Schinnen,219053.0
1995,Simpelveld,101064.0
1996,Simpelveld,102122.0
1997,Simpelveld,105496.0
1998,Simpelveld,117237.0
1999,Simpelveld,146242.0
2000,Simpelveld,162963.0
2001,Simpelveld,176821.0
2002,Simpelveld,172876.0
2003,Simpelveld,165464.0
2004,Simpelveld,180940.0
2005,Simpelveld,190564.0
2006,Simpelveld,199936.0
2007,Simpelveld,184730.0
2008,Simpelveld,200269.0
2009,Simpelveld,183341.0
2010,Simpelveld,175806.0
2011,Simpelveld,174063.0
2012,Simpelveld,166919.0
2013,Simpelveld,165092.0
2014,Simpelveld,181352.0
2015,Simpelveld,162787.0
2016,Simpelveld,181859.0
2017,Simpelveld,199324.0
1995,Stein (L.),94920.0
1996,Stein (L.),104845.0
1997,Stein (L.),120493.0
1998,Stein (L.),123195.0
1999,Stein (L.),140682.0
2000,Stein (L.),158836.0
2001,Stein (L.),168204.0
2002,Stein (L.),171909.0
2003,Stein (L.),175702.0
2004,Stein (L.),175944.0
2005,Stein (L.),179702.0
2006,Stein (L.),203307.0
2007,Stein (L.),190621.0
2008,Stein (L.),197235.0
2009,Stein (L.),173418.0
2010,Stein (L.),179492.0
2011,Stein (L.),176899.0
2012,Stein (L.),168614.0
2013,Stein (L.),168815.0
2014,Stein (L.),175535.0
2015,Stein (L.),172945.0
2016,Stein (L.),191205.0
2017,Stein (L.),206656.0
1995,Vaals,104992.0
1996,Vaals,108917.0
1997,Vaals,108890.0
1998,Vaals,132849.0
1999,Vaals,119652.0
2000,Vaals,140534.0
2001,Vaals,144162.0
2002,Vaals,144776.0
2003,Vaals,132877.0
2004,Vaals,155329.0
2005,Vaals,175999.0
2006,Vaals,177850.0
2007,Vaals,187052.0
2008,Vaals,191999.0
2009,Vaals,184449.0
2010,Vaals,179613.0
2011,Vaals,193451.0
2012,Vaals,182002.0
2013,Vaals,161997.0
2014,Vaals,191801.0
2015,Vaals,200181.0
2016,Vaals,189124.0
2017,Vaals,193381.0
1995,Valkenburg aan de Geul,107956.0
1996,Valkenburg aan de Geul,118488.0
1997,Valkenburg aan de Geul,144711.0
1998,Valkenburg aan de Geul,139396.0
1999,Valkenburg aan de Geul,172325.0
2000,Valkenburg aan de Geul,195642.0
2001,Valkenburg aan de Geul,193270.0
2002,Valkenburg aan de Geul,227447.0
2003,Valkenburg aan de Geul,210281.0
2004,Valkenburg aan de Geul,215464.0
2005,Valkenburg aan de Geul,230702.0
2006,Valkenburg aan de Geul,243275.0
2007,Valkenburg aan de Geul,241422.0
2008,Valkenburg aan de Geul,243937.0
2009,Valkenburg aan de Geul,234312.0
2010,Valkenburg aan de Geul,231493.0
2011,Valkenburg aan de Geul,246287.0
2012,Valkenburg aan de Geul,216724.0
2013,Valkenburg aan de Geul,205539.0
2014,Valkenburg aan de Geul,219926.0
2015,Valkenburg aan de Geul,213153.0
2016,Valkenburg aan de Geul,243077.0
2017,Valkenburg aan de Geul,252750.0
1995,Venlo,90891.0
1996,Venlo,94182.0
1997,Venlo,103551.0
1998,Venlo,111961.0
1999,Venlo,119490.0
2000,Venlo,128838.0
2001,Venlo,142242.0
2002,Venlo,145239.0
2003,Venlo,154219.0
2004,Venlo,164991.0
2005,Venlo,170431.0
2006,Venlo,181526.0
2007,Venlo,190461.0
2008,Venlo,184089.0
2009,Venlo,186716.0
2010,Venlo,177199.0
2011,Venlo,185997.0
2012,Venlo,175299.0
2013,Venlo,161826.0
2014,Venlo,176685.0
2015,Venlo,178519.0
2016,Venlo,191062.0
2017,Venlo,203397.0
1995,Venray,96408.0
1996,Venray,105336.0
1997,Venray,110745.0
1998,Venray,124921.0
1999,Venray,153213.0
2000,Venray,169831.0
2001,Venray,180306.0
2002,Venray,207671.0
2003,Venray,204034.0
2004,Venray,209091.0
2005,Venray,216187.0
2006,Venray,236637.0
2007,Venray,245635.0
2008,Venray,240955.0
2009,Venray,222968.0
2010,Venray,217503.0
2011,Venray,217656.0
2012,Venray,215171.0
2013,Venray,207048.0
2014,Venray,203279.0
2015,Venray,219601.0
2016,Venray,214737.0
2017,Venray,230745.0
1995,Voerendaal,110579.0
1996,Voerendaal,128612.0
1997,Voerendaal,129769.0
1998,Voerendaal,142382.0
1999,Voerendaal,141535.0
2000,Voerendaal,174185.0
2001,Voerendaal,187804.0
2002,Voerendaal,200451.0
2003,Voerendaal,215113.0
2004,Voerendaal,208431.0
2005,Voerendaal,239631.0
2006,Voerendaal,245111.0
2007,Voerendaal,232275.0
2008,Voerendaal,246550.0
2009,Voerendaal,235454.0
2010,Voerendaal,210666.0
2011,Voerendaal,234846.0
2012,Voerendaal,206066.0
2013,Voerendaal,205831.0
2014,Voerendaal,212139.0
2015,Voerendaal,210481.0
2016,Voerendaal,233245.0
2017,Voerendaal,255532.0
1995,Weert,96925.0
1996,Weert,108957.0
1997,Weert,129603.0
1998,Weert,133322.0
1999,Weert,157027.0
2000,Weert,182852.0
2001,Weert,189305.0
2002,Weert,201521.0
2003,Weert,207065.0
2004,Weert,196208.0
2005,Weert,221940.0
2006,Weert,225927.0
2007,Weert,232765.0
2008,Weert,232033.0
2009,Weert,210864.0
2010,Weert,217371.0
2011,Weert,220522.0
2012,Weert,215041.0
2013,Weert,206252.0
2014,Weert,199928.0
2015,Weert,217850.0
2016,Weert,215075.0
2017,Weert,232307.0
